ID,Pays,Type_Culture,Superficie_Ha,Température_Moyenne,Précipitations,Humidité_Sol,pH_Sol,Engrais_Appliqué,Irrigation,Densité_Semis,Temps_Maturation_Jours,Météo_Extrême,Coût_Production_Ha,Main_d'Oeuvre,Disponibilité_Machines,Rendement_Tonnes_Ha,Classe_Optimisation
1039,Mali,Manioc,35.06242696290943,30.89398262347941,1407.9060857515792,56.59958442223691,6.713365732145494,0.5161771554680783,185.49382652166824,72.12751864372035,83,Sécheresse,1724.3542600895253,41,Moyenne,1.5092033303763317,Non Optimisé
1040,Nigeria,Manioc,7.494632590446762,33.040701522169435,208.6475979861825,12.499605413352128,7.290884390289759,110.99666649819764,497.06003621474576,23.41057501339576,77,Sécheresse,1428.924379230324,29,Élevée,2.089246559098498,Non Optimisé
1041,Togo,Maïs,1.4420329200035769,25.33644497232272,560.0154217780787,47.833719313686295,6.285800694736226,25.588521350312952,32.84004879407387,61.17773646432275,77,Aucune,1795.32360430833,49,Moyenne,5.173442548678565,Optimisé
1042,Nigeria,Cacao,7.260973472020713,24.041253662609805,646.351328395169,24.267930501197817,7.687476674493181,28.51820176600444,179.4875291297627,103.30713653926534,112,Inondation,611.8010460830225,37,Moyenne,4.826050272491746,Optimisé
1043,Sénégal,Sorgho,2.4939567373937788,27.9141000245886,286.37198238813096,48.99301170361185,4.789243460988335,75.37118092551238,370.0737375926367,136.17370450045294,122,Vents violents,1974.727730318928,2,Faible,1.550726222257215,Non Optimisé
1044,Burkina Faso,Cacao,22.120280382955823,31.17818565297143,317.0038308477489,10.73632359230476,6.979417679277232,18.57089070608504,307.6102916166367,114.04000624751887,159,Inondation,922.4326913667268,27,Faible,4.332375461939348,Optimisé
1045,Ghana,Riz,14.545783319472934,20.67123657448936,1301.6696029005427,21.03013128861258,4.673018542467018,114.420178762915,102.89622138234078,146.71423816996,175,Sécheresse,1841.0955504926933,9,Moyenne,1.5648249903569038,Non Optimisé
1046,Mali,Manioc,0.8618322550571429,21.84202868468376,670.3880203232328,13.997220792877055,5.423872779400103,147.43244398455133,178.62469312034102,96.21286639553196,153,Inondation,1320.5799848828108,5,Faible,5.240305498802423,Optimisé
1047,Côte d'Ivoire,Cacao,4.473769696208953,32.61540022987573,674.8253569349285,47.62425148639564,4.747031767972896,65.28550468886067,81.12954714966853,107.47144441996284,160,Inondation,624.408219309199,29,Élevée,5.622477842567185,Optimisé
1048,Sénégal,Cacao,20.17836160308937,23.98619585036556,1095.1879465200586,19.70203243601392,6.8768730538250304,187.00545466236045,497.2492493388141,98.84407392217643,114,Aucune,735.5492292370045,29,Faible,3.023346121461734,Moyennement Optimisé
1049,Burkina Faso,Maïs,47.01820821652406,29.067168542760363,1141.5678962101647,56.38229177709825,5.34175147488777,142.16245267605416,257.1935008401708,124.30457876659084,61,Vents violents,1304.1044147400164,43,Moyenne,0.725041069487003,Non Optimisé
1050,Côte d'Ivoire,Maïs,49.742539354448105,38.73031621537411,1119.7736224951582,30.549284450494294,4.867990704305739,197.799673705411,433.62433471787216,74.42960152715929,142,Vents violents,1391.1947738427632,41,Moyenne,1.929965300719259,Non Optimisé
1051,Togo,Coton,2.9809595339973667,37.25210587614981,809.597290351866,45.96711220538425,7.593443225212243,121.35674353162796,196.95093406195323,126.52630273255323,95,Aucune,1146.249354965974,20,Élevée,3.4677221329712875,Non Optimisé
1052,Sénégal,Maïs,41.61371481885167,21.2740976342349,1118.6878273631232,51.246142995118745,4.50226305090071,92.165618368051,122.04735636142672,87.26292350263229,161,Aucune,1901.2186549254868,44,Élevée,1.0028669400041303,Non Optimisé
1053,Ghana,Riz,24.272759816654247,21.17415925141981,1401.1319909963129,57.6573279807012,6.696320453624673,152.79804463990408,243.9728310591739,123.83847231179143,72,Sécheresse,1342.5444152361797,13,Moyenne,5.746095024544919,Optimisé
1054,Côte d'Ivoire,Cacao,31.24157400836709,22.904982291935056,375.2721563423131,33.08348661105139,8.177712574319488,78.92332878589106,384.7183446744157,75.11445431152654,74,Vents violents,413.7277613490126,32,Moyenne,2.07246659083152,Moyennement Optimisé
1055,Bénin,Coton,25.54547554696829,22.32808316730706,947.2845153381868,43.55408211320077,7.651926328482615,0.1587790533929656,455.0495155270283,40.919443720111246,111,Sécheresse,201.57274709035136,28,Moyenne,4.306365188100596,Optimisé
1056,Mali,Sorgho,46.26309210136423,25.07631498243788,1342.3538066861204,28.21433174470648,6.915306940674482,42.60834476325319,96.44482254750348,47.03445925248479,149,Sécheresse,1672.119804830311,38,Moyenne,5.500800806748086,Optimisé
1057,Nigeria,Manioc,24.18500038508733,27.441336791255665,1455.414857646925,24.177214378876528,4.912626637430078,41.16494216806479,63.95700330593274,37.504424077507466,176,Inondation,654.8140611864227,25,Élevée,1.1163468094310989,Non Optimisé
1058,Sénégal,Manioc,8.814662364411639,21.65885016163142,314.3324828207068,44.3418052212846,7.6607601541957315,97.82038234334487,80.55182898953962,40.1722191853979,83,Aucune,1955.9354618879072,43,Moyenne,2.068771384207658,Non Optimisé
1059,Sénégal,Sorgho,39.10273503298576,29.210416607960035,1434.7723038893546,30.21122408905989,5.841439719375154,142.3260599975878,151.72105791953993,127.71141632636702,92,Inondation,1492.8265312877156,11,Élevée,5.294911840302103,Optimisé
1060,Ghana,Riz,25.93183941588755,30.59649603323948,1144.3907543935234,38.62166674575661,5.113698525554785,111.37456519386043,299.3616624528232,176.914777480349,126,Inondation,659.6233565998971,19,Élevée,0.6368118209420932,Non Optimisé
1061,Sénégal,Maïs,6.294912184991264,33.23190803610428,1142.0372439679577,19.92930904356929,8.453776045828846,20.634917376759244,368.8249823841594,177.5186089425144,166,Sécheresse,1908.1613866940245,23,Élevée,2.074219468639209,Non Optimisé
1062,Burkina Faso,Manioc,23.348817425924405,28.126783092751324,391.8442000248567,45.73742202195157,4.864439364348428,52.104897972322405,182.34394802569992,148.48346301718874,99,Vents violents,214.99981767762876,47,Faible,4.036466486661175,Optimisé
1063,Mali,Maïs,34.5260440172928,25.917895123645337,948.578258047368,58.46958790000512,7.373086899762264,27.322419617914285,459.4917007120633,113.28442331075,160,Sécheresse,1050.1992647976808,17,Faible,0.8422279087602687,Non Optimisé
1064,Togo,Sorgho,15.14397750025671,32.86359318881734,666.1435861178535,36.891305431192166,5.911916864285066,15.906876193121766,230.21831620443237,97.92066435288037,68,Inondation,410.0497626324358,5,Moyenne,1.1632750474419924,Non Optimisé
1065,Nigeria,Manioc,45.64268179267971,38.223923414997785,961.2325242128364,36.00174648666369,7.865383595890718,31.33938396837548,244.18207287317128,34.1300527471912,74,Vents violents,1855.699877684725,30,Moyenne,2.842802283550234,Non Optimisé
1066,Ghana,Manioc,42.57293015117392,27.929825428858702,1158.6147029224248,52.714542889352536,6.689164709345828,103.96350993966183,443.1603811560893,47.77520166610661,178,Sécheresse,162.09471532009923,37,Faible,1.3818636412053875,Non Optimisé
1067,Togo,Manioc,28.61079913424032,25.868737775981177,438.4147208346909,17.577973062004958,8.061944641446166,151.1501545373212,31.228357865640323,188.7685551176272,148,Vents violents,1494.221708131637,38,Élevée,2.2322825952589995,Non Optimisé
1068,Bénin,Coton,3.191417633739948,34.35438953715963,398.84211604881375,29.673690239457425,6.717480586675647,79.39695848018202,304.35200454605,70.91094882446536,122,Vents violents,1738.3972151569164,45,Moyenne,2.970034421764,Non Optimisé
1069,Burkina Faso,Mil,29.37158833017432,37.54548247745859,663.8948461453031,18.68666232853883,5.794347270291221,40.157951123233815,280.1045270910238,121.87367471446709,165,Aucune,627.4282278960325,28,Élevée,1.597992090088617,Non Optimisé
1070,Ghana,Sorgho,21.07243720954516,39.19603227117146,1035.0171595558486,37.31979675587898,8.342089417654478,86.06158681770401,200.49168199032985,127.20539399598556,108,Aucune,1485.411568334606,37,Faible,3.43705800191755,Non Optimisé
1071,Ghana,Sorgho,36.34139925072941,24.40291735811996,1075.9429493020834,40.81810549004201,6.32379327811333,65.98726218009135,215.93509496294828,51.29805577000264,98,Aucune,266.0718927024826,28,Élevée,2.5289632933190305,Moyennement Optimisé
1072,Mali,Maïs,13.71803761650132,26.055446582120155,991.4752381495508,55.69740856120696,7.9011118320719635,8.933918619788006,344.5062394871197,154.2539050601917,99,Vents violents,402.93976806273,43,Moyenne,1.3082334732790828,Non Optimisé
1073,Sénégal,Coton,30.4852944073624,38.11721698289928,1304.316310398557,51.54424274125817,7.859993578673094,184.5068036033444,284.5305246280982,28.28703234036194,90,Vents violents,1922.2626131714612,25,Moyenne,3.4244059510746463,Non Optimisé
1074,Ghana,Riz,27.944639815051524,25.399811397005827,1155.3149784047405,42.32372105639611,6.750360728280873,2.123244763594445,327.7486063915255,61.089308327126766,172,Inondation,529.2260922975727,10,Faible,0.7481776635357731,Non Optimisé
1075,Côte d'Ivoire,Manioc,26.579102802448297,26.911943275092263,856.118615936969,48.7337115887654,6.50370314373361,8.24160389529447,220.09019661750705,115.87961809552084,76,Vents violents,653.9418639784463,19,Moyenne,5.693585235294198,Optimisé
1076,Togo,Manioc,6.237613395475212,32.78922164867851,827.2765101844058,41.43370047725045,5.6812728216296815,60.08409079114474,201.26438119322927,102.3122222668442,149,Vents violents,1797.2966635848456,2,Moyenne,4.628610091260495,Optimisé
1077,Mali,Cacao,24.74933019145106,31.362748490758683,1237.0142972848294,38.5449257485723,6.743499490878108,155.35708161876303,259.6214140035506,149.27074317495658,168,Vents violents,655.984407721275,4,Faible,2.9883554019608134,Moyennement Optimisé
1078,Mali,Manioc,27.75580645863444,37.55703457642791,1349.1595227217472,12.386567450179625,6.798557720132322,97.77344940216304,212.95655669823165,192.13876080189527,179,Sécheresse,1080.73691808619,19,Moyenne,0.5303024271065853,Non Optimisé
1079,Bénin,Sorgho,46.41905707983248,32.23697156979766,1303.8101423907362,11.219215354974084,5.4611316876603615,102.2516213633321,422.6095867871754,56.92471374834847,97,Vents violents,664.5976653706105,47,Faible,0.7403647943819853,Non Optimisé
1080,Côte d'Ivoire,Manioc,23.312768054224453,29.77759563629606,845.2497497691799,52.609219974716666,7.718991219015293,123.4155036087892,436.1031677546962,16.69529479250212,107,Vents violents,1456.5864287218242,18,Faible,5.016969870319611,Optimisé
1081,Togo,Sorgho,32.17331332088651,21.47894902198679,952.9496806191256,24.09701021446473,5.849958295523541,8.032932340984145,36.93084594883794,72.7064353134547,154,Sécheresse,1946.0081621237644,12,Élevée,2.095279646232925,Non Optimisé
1082,Mali,Riz,28.67766695157873,39.50052801757168,1222.2062450549677,27.545892960530825,7.516241453592,191.76039373459463,29.548357237391908,166.50670814004374,106,Vents violents,320.6230296378069,21,Moyenne,1.527722995116085,Non Optimisé
1083,Ghana,Riz,10.164640753439796,28.446320641300428,953.1824741077432,32.468355497551045,8.451968994091843,109.90111832720886,144.43321022684307,150.13242425386252,104,Inondation,1622.08952663719,13,Moyenne,2.8059178537282845,Non Optimisé
1084,Burkina Faso,Sorgho,9.62825843559033,31.451594117002507,492.3238787852136,12.120829786516094,8.48184640668374,164.73430145696236,43.06317352623784,107.5300046026846,74,Vents violents,1184.268381517107,30,Faible,3.318589614664552,Non Optimisé
1085,Sénégal,Coton,37.10020734975031,30.04057439116189,1352.8418286992548,58.07971136396089,7.953258558700263,85.81552617513861,269.91652970922905,95.7812775389166,130,Inondation,1129.6522983997895,8,Faible,1.2670926237522142,Non Optimisé
1086,Togo,Manioc,26.391664959132445,34.7593118358248,841.3727564774423,15.15027203104722,7.927868147967753,87.16619882433395,10.63159240611311,82.19026712391074,104,Sécheresse,1277.908172021463,39,Moyenne,3.916917814840247,Non Optimisé
1087,Nigeria,Cacao,44.85363031243672,32.929021815992535,1476.6866113023757,58.40973699956533,7.723879691225785,33.672613174214106,392.4595563388153,50.45530435488895,79,Inondation,1661.3814929516266,43,Faible,5.2841285302517145,Optimisé
1088,Bénin,Cacao,45.45368403615169,26.85340916312684,919.2220182793366,45.394286677843205,7.289054817221691,72.00801425445516,324.51480975831345,74.79671678385452,123,Sécheresse,1445.118344212957,17,Moyenne,3.005422633898581,Non Optimisé
1089,Bénin,Sorgho,15.205250889282642,30.400856652569917,703.0172160281447,57.15329739986235,5.235929144363161,36.98238805047762,105.8948625525249,46.66538368081577,133,Sécheresse,1057.1140015059805,18,Élevée,4.97638685615486,Optimisé
1090,Togo,Manioc,5.525580801192979,36.52074967648457,477.2794550352765,12.613628739050396,4.9318759368328005,182.54307744065923,164.76547762637168,22.416962624323247,64,Sécheresse,155.03036593145876,42,Moyenne,1.874485171967028,Non Optimisé
1091,Burkina Faso,Manioc,17.53198834113613,32.669110111047026,648.3764841055231,32.37235026181496,6.78840888388926,65.69122731005663,152.79883449424707,178.71567517137896,169,Vents violents,863.3946004083099,40,Faible,4.8818104899703165,Optimisé
1092,Mali,Coton,3.818418173004416,39.091770601674,486.7953215219461,57.63730614226112,7.206404836642987,79.90345614082403,461.29326270393307,56.279533126859,139,Aucune,1807.200397534502,15,Faible,0.9431684401561842,Non Optimisé
1093,Côte d'Ivoire,Mil,39.17211033817607,35.078887889641976,1398.1204233317471,42.32201137101011,6.102300924418165,26.83530815515673,443.524703885016,28.433347601372805,112,Vents violents,1196.93426881673,20,Faible,3.328335194183352,Non Optimisé
1094,Mali,Sorgho,7.7359906545360895,29.703796173021274,980.6417966701252,37.34003953929233,8.294923662321697,198.43935717930944,282.1655186700491,105.17683483187317,168,Vents violents,826.9317108005799,47,Moyenne,3.597287305377433,Moyennement Optimisé
1095,Mali,Maïs,43.384795042743136,36.14021354659934,1266.2440320212293,43.57769159226909,5.504356463136702,114.28789112659692,182.00879832220136,57.57841162339589,68,Aucune,226.4479429670288,49,Moyenne,1.8424580808078972,Non Optimisé
1096,Togo,Maïs,21.058696574806422,28.843804612345757,470.7829001331445,19.31308920967458,5.506490223936829,114.90086938346184,230.8813849813968,86.69645581071254,107,Vents violents,1939.6220759452408,32,Faible,1.3401480431163817,Non Optimisé
1097,Bénin,Riz,14.290887343635182,24.263784203352508,280.70014073963847,47.29740520005256,7.975437107718006,29.104200220924326,283.9479488125586,193.04755420444755,90,Inondation,539.2493931741651,31,Faible,2.3139772454214698,Moyennement Optimisé
1098,Togo,Manioc,25.32517858258578,32.594183581588865,744.5758069640334,23.78493209152205,6.535595850018633,135.85016224206015,246.280577800646,45.556794342425086,170,Aucune,1364.5062946975831,26,Moyenne,2.9072909231284743,Non Optimisé
1099,Mali,Coton,30.4707687401902,27.077890387539487,1417.102181747242,24.083903149755876,4.643915351531818,136.2210756696902,31.27189316506801,68.59965105170494,166,Inondation,1226.8735293886018,12,Faible,3.1294829087157683,Non Optimisé
1100,Nigeria,Manioc,35.22639927771732,20.49725267231461,346.9728440318343,39.87166103661805,5.283663597102511,180.8351858582612,231.39368452764973,107.58484132512262,126,Inondation,416.0640355220982,42,Élevée,2.9224601965061248,Moyennement Optimisé
1101,Sénégal,Mil,17.240022690528388,24.28149449244325,1225.1726406758078,11.054997267798075,6.760348617421053,56.73418989674832,460.0542880291905,90.80984496920117,102,Vents violents,498.2380266148178,28,Faible,2.728745117222031,Moyennement Optimisé
1102,Mali,Manioc,49.15705460496023,23.341570417040217,276.96058636328485,12.701821229367985,5.803849602482159,173.95416593945777,204.27750120379656,28.750760421255706,104,Sécheresse,1886.3657222432307,23,Moyenne,3.5012857701619446,Non Optimisé
1103,Mali,Riz,21.40322037228024,35.897312309033246,414.7388297445967,10.79258072190162,6.457582380593772,88.73484984058003,350.5325657701989,151.51938047340525,60,Vents violents,1993.295261289984,42,Élevée,5.411564861659588,Optimisé
1104,Nigeria,Sorgho,41.80617854202167,34.534296843751136,1148.9336091730625,48.33917254153927,7.675842142262539,45.033889693665465,498.52943882462966,99.3749124241745,173,Aucune,797.1059182916804,47,Moyenne,3.3468346075952966,Moyennement Optimisé
1105,Togo,Sorgho,2.225949676405462,32.29048137106063,474.2797666711339,11.345547625201815,6.480139911951965,132.1476062622311,276.2372278729191,59.17708441067956,85,Inondation,1050.6133816326455,4,Moyenne,5.891544924566688,Optimisé
1106,Mali,Coton,39.00917497086655,38.68661209429354,228.6427770427593,14.785929760255764,6.360676457152757,6.527245767620182,241.72534121445037,156.31261456837055,86,Inondation,1087.1804514800633,4,Moyenne,2.3337377080920354,Non Optimisé
1107,Côte d'Ivoire,Riz,27.79123828792083,23.562180155012808,485.2194431698341,40.33032300095513,5.204068174655362,171.60574761386806,134.87172162952683,82.65713669306751,88,Sécheresse,339.7819759582975,30,Élevée,2.0309619179502736,Moyennement Optimisé
1108,Togo,Cacao,32.1614676421926,23.26390723206561,1152.6134696330912,33.745954422275595,5.085172024887564,13.07636032823767,114.62854620584268,70.47844309502585,105,Sécheresse,1950.0596232961705,40,Élevée,3.926326197648356,Non Optimisé
1109,Ghana,Mil,18.95749928707443,38.18167630845103,891.8243576776315,28.30242882754016,6.226642625247583,79.7426242900439,277.86093323089324,153.0747996219462,155,Inondation,680.8189337567915,9,Moyenne,2.140311829557166,Moyennement Optimisé
1110,Nigeria,Sorgho,27.46960994889044,32.937777123163286,911.3964570030412,27.781324346974408,5.338409168245933,28.66636103710274,338.07857456156256,31.024742587582757,173,Sécheresse,934.042689742584,26,Élevée,3.2422463371551213,Moyennement Optimisé
1111,Mali,Riz,46.64491241160582,31.152024145950488,733.5598128854742,52.976357881093264,6.101736334990656,94.1109885872706,213.92820321005573,182.6570406235492,151,Aucune,1774.689009597006,33,Faible,1.393689822816929,Non Optimisé
1112,Mali,Manioc,19.608820129721064,34.797874322337826,389.57383286140976,13.89342953917553,6.762199348180134,191.49101762535304,0.8882464128114331,18.91968191740977,89,Aucune,1435.0434338953714,45,Faible,2.160901984740452,Non Optimisé
1113,Nigeria,Sorgho,5.735418834674172,25.63342623103613,480.2131819019919,56.30658426110503,4.950100525280026,28.52836822346072,280.08085917806835,36.58534128700837,85,Inondation,662.1389308486637,3,Élevée,4.09599602267992,Optimisé
1114,Bénin,Riz,36.16537611540022,31.897682075921225,440.6933401752033,21.78737843934212,5.285835744246511,21.502080029579297,285.80528792975866,54.09865024138818,145,Sécheresse,220.7461069430414,36,Faible,5.934741667752926,Optimisé
1115,Mali,Mil,25.50561821880816,28.53797954381044,1119.3298331403305,34.38491069147037,7.928577774602767,39.58113372659198,36.55535082407013,138.33451964275525,147,Sécheresse,357.1962173761654,14,Élevée,2.3182673050807674,Moyennement Optimisé
1116,Sénégal,Coton,21.534596303815643,26.139448610298377,1301.2191574475282,57.85045375163931,7.033846069088585,187.69492365683575,50.79081467547275,140.54098194373782,168,Inondation,842.2924774285831,2,Faible,2.5960554016667827,Moyennement Optimisé
1117,Côte d'Ivoire,Cacao,39.00200487900777,37.52623229328951,508.7845171650798,41.94113138599286,7.47927601009745,56.23257839106972,152.2884856385761,199.08855551883832,85,Sécheresse,943.1616766366346,4,Moyenne,2.9077389469684944,Moyennement Optimisé
1118,Burkina Faso,Sorgho,28.32775299080137,23.213235346888453,424.28037138730105,22.56398021318924,6.454516009662612,121.40351200490484,299.02107044413043,113.92375599355132,130,Vents violents,1012.4758164560544,37,Moyenne,1.015838386964328,Non Optimisé
1119,Nigeria,Coton,31.753344434464964,20.357742168097424,527.2094745005791,59.11801692267497,7.255552997803061,57.718286671226494,88.31072990956052,167.39925427409162,104,Sécheresse,225.24258585773555,23,Faible,2.4350090623917358,Moyennement Optimisé
1120,Ghana,Mil,46.340761510890886,27.18206973024303,1420.42413075821,50.72664593218223,6.233214312534265,143.9201166726922,172.1340157345127,95.83335573452848,124,Aucune,175.3494865455065,11,Élevée,5.108056961919113,Optimisé
1121,Mali,Maïs,3.396294773120393,23.96809152046696,477.70602407788425,25.705540109031453,5.01823312351674,126.23222201737694,73.60196460900009,132.0481910361707,99,Vents violents,1284.4998060856644,35,Moyenne,5.321300039748342,Optimisé
1122,Burkina Faso,Mil,13.487913663434174,36.22057898155432,1096.9601281553523,39.9588387949462,6.249151265399731,191.9244506575705,167.81712248391477,21.56911183981942,146,Sécheresse,407.8650734258937,34,Élevée,5.935392398437063,Optimisé
1123,Burkina Faso,Riz,44.9619622354171,22.532683932232263,351.7618768769245,37.8097088325198,7.004387334667374,65.76964052256122,364.1972996771103,166.18140229913752,125,Aucune,1346.0551866573712,21,Faible,3.230130594159259,Non Optimisé
1124,Sénégal,Manioc,39.74003375377888,38.74977774630028,1058.3436907106193,40.83208265482561,5.511626413771179,62.51325880656522,186.7706488217796,133.75758280707237,101,Sécheresse,385.44552363442745,35,Faible,5.601175881708262,Optimisé
1125,Togo,Sorgho,9.835628069601247,23.35075088423826,517.8745266464448,16.121075328111292,7.315374400615817,155.8341990996669,408.7315392803375,129.48164909603562,177,Aucune,1143.21480529043,42,Moyenne,5.786637346215663,Optimisé
1126,Sénégal,Mil,8.871351385740283,37.785169167999854,1288.331063984908,42.27419571176549,5.03416459395424,31.63744884044317,463.718064690672,51.8675257486068,70,Vents violents,620.8637119852814,9,Moyenne,3.0976060343160565,Moyennement Optimisé
1127,Bénin,Sorgho,41.34426546276381,23.367546500624595,230.193610134652,20.70718923744236,5.426865318556555,145.6225720190265,153.60889428198814,86.89839688852685,130,Aucune,482.75044578747736,14,Élevée,0.97132858228309,Non Optimisé
1128,Nigeria,Sorgho,27.8667603861748,20.958776904678544,850.33515814875,25.965384016095,7.401525850826865,154.42178862297675,310.80813175556494,53.54064899529017,113,Vents violents,519.6504687617921,30,Élevée,1.2906800397975062,Non Optimisé
1129,Burkina Faso,Cacao,43.08681790010406,29.75695241542056,1062.3106756259087,37.26978237256094,5.439231901193343,171.67704886031515,131.2408617278475,143.83387403067252,73,Sécheresse,912.6142427215842,2,Moyenne,4.0256490143124,Optimisé
1130,Mali,Riz,45.92536443199805,27.127371411247232,1166.5551145613963,20.65095379831905,7.016148306401375,137.96600513651222,284.4374255720468,199.139403345698,122,Inondation,1126.7499896142806,17,Moyenne,4.839353193812579,Optimisé
1131,Ghana,Riz,3.942392558617183,31.95671564698531,1370.4584312628556,54.61005351427181,7.323493319814478,33.40602877975469,59.63641287980808,46.68716469920236,136,Sécheresse,1667.1948482326204,15,Faible,5.000783353923573,Optimisé
1132,Bénin,Coton,48.50402551890692,32.81439949980068,1013.6082866053844,30.87807057213572,5.349388102337321,67.1903499570499,301.17048332735993,33.548693478966115,60,Vents violents,1481.6275367574965,11,Élevée,2.33450110507899,Non Optimisé
1133,Mali,Coton,35.96544264371951,38.68759378641131,367.18746932891145,18.273796382217554,6.520623351918373,11.17229590279647,86.32367473296021,74.11021554509074,164,Aucune,502.5839889227698,49,Faible,5.658618160168472,Optimisé
1134,Côte d'Ivoire,Maïs,41.80605018516377,39.05435782409823,1140.5728951694418,13.040587438150544,8.268357229490137,150.55672515696398,196.81441348328264,105.94677968034672,86,Inondation,926.0002515498268,29,Moyenne,0.9071500050631158,Non Optimisé
1135,Côte d'Ivoire,Manioc,31.701538517632613,29.89951900917085,886.461649111337,49.07205638582019,6.867222515163036,138.22896916940607,118.35949467344976,143.44026850124467,120,Inondation,160.30971027635712,11,Faible,4.648367079358842,Optimisé
1136,Côte d'Ivoire,Coton,15.60550694347101,24.17334904873376,329.5023766058505,51.41519982539258,4.648428871479906,102.97328435647832,397.7695174365591,104.26484774054586,126,Vents violents,1183.1843938827585,20,Moyenne,5.333571664728157,Optimisé
1137,Nigeria,Maïs,30.17182505824531,24.94535436025909,382.4596420004654,14.000410119579383,5.281296096207523,195.7363301795837,90.8524554905451,197.23527590199575,160,Sécheresse,1437.467709574148,3,Moyenne,5.783095800603378,Optimisé
1138,Bénin,Riz,26.035584504242458,21.99389959747555,1276.8864848181315,37.13143615300714,7.780948798199843,63.96052184944263,481.6763073052049,150.7133267466438,150,Vents violents,1510.6732141400407,7,Élevée,0.7351604406176566,Non Optimisé
1139,Bénin,Maïs,46.63769894023946,25.59746033201816,935.1993397742018,42.66445670640895,6.41134168287599,178.08890534347034,59.52936966717126,45.48199849528987,163,Sécheresse,336.00363414186234,1,Élevée,2.334977967633814,Moyennement Optimisé
1140,Nigeria,Coton,27.974003172728047,38.22774509338518,405.1716454104607,55.41370299172794,4.779651781630935,36.35127165568859,206.92000461921472,65.80827241098046,73,Aucune,1049.9985201721188,13,Faible,2.5957483682077718,Non Optimisé
1141,Mali,Mil,1.880785581038315,27.29204258553859,1225.0064346443537,12.41322536125379,5.935551112601745,191.0128033414162,384.1113281469244,162.5684831899937,173,Inondation,1777.2614332752369,41,Moyenne,0.8421034342634398,Non Optimisé
1142,Sénégal,Cacao,34.461712390005495,32.59041225485132,962.4232202937218,27.376588415800114,7.357184951730773,57.76221406874906,58.55537690299284,176.85662893106655,88,Vents violents,452.1445740572647,47,Élevée,3.006240584247505,Moyennement Optimisé
1143,Nigeria,Coton,3.00175694067224,39.62486689265764,417.5979427161981,15.96984350749149,7.476253005473778,161.2490379779086,157.20963202896715,110.92172088660386,79,Inondation,237.43906596276116,19,Moyenne,4.930302443961156,Optimisé
1144,Burkina Faso,Mil,47.22803897884412,22.134726184448105,784.7053627910489,31.431940517275795,6.851012329824587,22.45628969081541,226.40071244873704,95.6076864123208,96,Sécheresse,593.3974165953275,30,Moyenne,4.99642902273793,Optimisé
1145,Burkina Faso,Sorgho,24.586336388496253,35.50755691027092,1407.6155143729763,28.60806518843062,7.506421971001913,81.83535821703887,381.1549708207387,39.01415909196717,100,Vents violents,297.7967544549824,16,Élevée,4.392364019121699,Optimisé
1146,Nigeria,Maïs,48.41638113331824,33.99380797969033,1176.9287446194126,39.76718879316947,6.196744504814014,193.18152904557903,393.6941497991056,56.79486005996322,141,Sécheresse,211.87025809866464,18,Moyenne,4.542302212086714,Optimisé
1147,Mali,Cacao,1.7803015371456017,36.38080234310051,702.9023234346713,43.75674791873331,6.405829344681741,62.24921450044012,427.76783933021886,143.72102574051803,81,Sécheresse,526.9039709657072,31,Élevée,3.803380966579275,Moyennement Optimisé
1148,Mali,Maïs,26.876070862084635,22.743388888567505,206.8626896695476,58.2262995457122,6.220368170352051,156.10827216415598,153.21896088265146,19.31484651751253,89,Sécheresse,798.8232225206826,35,Élevée,5.277353975328356,Optimisé
1149,Ghana,Riz,11.69720210660318,30.03561436169946,493.75384546214696,18.14287063805792,5.670455945639223,96.88822423850284,7.659269404122426,125.02745799206656,114,Inondation,1512.966204765663,28,Moyenne,4.248657053438016,Optimisé
1150,Bénin,Maïs,32.21669794248518,32.64001654172131,435.094685804518,49.96085277161097,7.100702795062952,121.06452076742224,359.7505010677859,53.05083960655415,117,Sécheresse,240.48950667693927,41,Élevée,2.609858946460132,Moyennement Optimisé
1151,Bénin,Coton,25.161410606415064,35.20167696834373,691.0102884647547,52.30237553494579,7.151197681397924,119.7090585816246,86.52670788422218,52.17875401996064,71,Inondation,1951.3214905121,25,Élevée,4.740180230635458,Optimisé
1152,Côte d'Ivoire,Cacao,28.52317791012545,34.25264299276206,1347.2643639337864,38.25354313415211,7.957020356135198,114.04663173093245,195.02611005571424,89.99067568006112,157,Sécheresse,122.52891716215264,12,Faible,5.124493332812173,Optimisé
1153,Mali,Sorgho,18.3022094281458,31.4193279101005,433.9879487770026,49.389260794691886,5.775730348721452,96.67460085071158,402.4314394454162,95.94645375215836,117,Aucune,1632.608938408096,48,Élevée,1.1587852729765205,Non Optimisé
1154,Ghana,Riz,3.051450154059489,29.383356318989364,264.666834483532,27.48216878239935,7.067588349506877,38.12135483960486,305.226808241796,133.32140858116844,85,Inondation,109.62824596951012,44,Élevée,5.458679323053226,Optimisé
1155,Togo,Sorgho,5.751782134435935,38.83430702121988,370.73082782307927,11.73227649652295,5.870730006902791,2.449274888575159,436.7419718403698,38.43299613098609,159,Vents violents,578.4086809072255,24,Élevée,2.107452118570584,Moyennement Optimisé
